"","Isolate","Accession_number","Collection_time","Location","Global_clade","Source"
"821","A/HongKong/50/2016-egg","EPI_ISL_244878",2015.996,"HongKong","3C.2a","GISAID"
"822","A/Singapore/INFTT-16-0083/2016","EPI_ISL_225910",2016.059,"Singapore","3C.2a","GISAID"
"823","A/Yunnan-Qilin/1902/2015","EPI_ISL_207870",2015.733,"Yunnan-Qilin","3C.2a","GISAID"
"824","A/Alaska/232/2015-egg","EPI_ISL_219064",2015.689,"Alaska","3C.2a","GISAID"
"825","A/Taipei/20/2016","EPI_ISL_253778",2016.012,"Taipei","3C.2a","GISAID"
"826","A/SriLanka/61/2015","EPI_ISL_222801",2015.911,"SriLanka","3C.2a","GISAID"
"827","A/Talca/14380/2016","EPI_ISL_225093",2016.16,"Talca","3C.2a","GISAID"
"828","A/Yokohama/102/2015","EPI_ISL_205814",2015.884,"Yokohama","3C.2a","GISAID"
"829","A/Yokohama/81/2016","EPI_ISL_218449",2016.116,"Yokohama","3C.2a","GISAID"
"830","A/Yunnan-Zhaoyang/11110/2015","EPI_ISL_207686",2015.941,"Yunnan-Zhaoyang","3C.2a","GISAID"
"831","A/Colombia/1408/2016","EPI_ISL_259117",2016.889,"Colombia","3C.2a","GISAID"
"832","A/PuertoRico/9/2016","EPI_ISL_238624",2016.526,"PuertoRico","3C.2a","GISAID"
"833","A/Canberra/7/2016","EPI_ISL_227639",2016.275,"Canberra","3C.2a","GISAID"
"834","A/Vietnam/6021/2016","EPI_ISL_259148",2016.327,"Vietnam","3C.2a","GISAID"
"835","A/Victoria/825/2016","EPI_ISL_239950",2016.693,"Victoria","3C.2a","GISAID"
"836","A/Vietnam/6179/2016","EPI_ISL_259161",2016.63,"Vietnam","3C.2a","GISAID"
"837","A/Lao/F2884/2016","EPI_ISL_239612",2016.717,"Lao","3C.2a","GISAID"
"838","A/Sichuan-Jinjiang/8156/2016","EPI_ISL_232950",2016.305,"Sichuan-Jinjiang","3C.2a","GISAID"
"839","A/Macedonia/25/2016","EPI_ISL_259175",2016.993,"Macedonia","3C.2a","GISAID"
"840","A/Tochigi/16153/2016","EPI_ISL_235042",2016.458,"Tochigi","3C.2a","GISAID"
"841","A/Yozgat/14/2017","EPI_ISL_267748",2016.004,"Yozgat","3C.2a","GISAID"
"842","A/Bangladesh/5010/2016","EPI_ISL_238625",2016.488,"Bangladesh","3C.2a","GISAID"
"843","A/Poland/8C/2016","EPI_ISL_273205",2016.958,"Poland","3C.2a","GISAID"
"844","A/Dnipro/736/2016","EPI_ISL_244908",2016.914,"Dnipro","3C.2a","GISAID"
"845","A/Yokohama/200/2016","EPI_ISL_253068",2016.974,"Yokohama","3C.2a","GISAID"
"846","A/SantaCatarina/1909/2016","EPI_ISL_274183",2016.988,"SantaCatarina","3C.2a","GISAID"
"847","A/Singapore/TT1329/2016","EPI_ISL_240782",2016.821,"Singapore","3C.2a","GISAID"
"848","A/SaudiArabia/193825/2016","EPI_ISL_239507",2016.72,"SaudiArabia","3C.2a","GISAID"
"849","A/Alaska/232/2015","EPI_ISL_224268",2015.689,"Alaska","3C.2a","GISAID"
"850","A/Tunisia/2240/2017","EPI_ISL_262289",2017.147,"Tunisia","3C.2a","GISAID"
"851","A/Yokohama/120/2016","EPI_ISL_222750",2016.28,"Yokohama","3C.2a","GISAID"
"852","A/Wisconsin/87/2015","EPI_ISL_202925",2015.826,"Wisconsin","3C.2a","GISAID"
"853","A/Ontario/RV2414/2015","EPI_ISL_215796",2015.864,"Ontario","3C.2a","GISAID"
"854","A/Vrancea/206396/2017","EPI_ISL_264080",2017.001,"Vrancea","3C.2a","GISAID"
"855","A/Rennes/2912/2016","EPI_ISL_239622",2016.783,"Rennes","3C.2a","GISAID"
"856","A/Bangladesh/429/2016","EPI_ISL_239163",2016.602,"Bangladesh","3C.2a","GISAID"
"857","A/HongKong/2391/2016","EPI_ISL_259077",2016.605,"HongKong","3C.2a","GISAID"
"858","A/Taiwan/960/2016","EPI_ISL_249947",2016.87,"Taiwan","3C.2a","GISAID"
"859","A/Taiwan/794/2016","EPI_ISL_248310",2016.69,"Taiwan","3C.2a","GISAID"
"860","A/HongKong/1706/2016","EPI_ISL_230311",2016.367,"HongKong","3C.2a","GISAID"
"861","A/SriLanka/45/2016","EPI_ISL_249211",2016.96,"SriLanka","3C.2a","GISAID"
"862","A/SriLanka/5/2017","EPI_ISL_249170",2017.021,"SriLanka","3C.2a","GISAID"
"863","A/SriLanka/49/2016","EPI_ISL_249209",2016.755,"SriLanka","3C.2a","GISAID"
"864","A/Yokohama/4/2016","EPI_ISL_213432",2016.026,"Yokohama","3C.2a","GISAID"
"865","A/NorthCarolina/4/2016","EPI_ISL_219118",2016.034,"NorthCarolina","3C.2a","GISAID"
"866","A/Tianjin-Nankai/1405/2016","EPI_ISL_225359",2016.184,"Tianjin-Nankai","3C.2a","GISAID"
"867","A/England/74000490/2017","EPI_ISL_286916",2017.147,"England","3C.2a","GISAID"
"868","A/Ecuador/1614/2017","EPI_ISL_275724",2017.281,"Ecuador","3C.2a","GISAID"
"869","A/Singapore/INFTT-16-0297/2016","EPI_ISL_225927",2016.152,"Singapore","3C.2a","GISAID"
"870","A/Oman/2758/2016","EPI_ISL_223656",2016.195,"Oman","3C.2a1","GISAID"
"871","A/Singapore/INFTT-16-0411/2016","EPI_ISL_13046484",2016.228,"Singapore","3C.2a1","GISAID"
"872","A/SouthAustralia/135/2016","EPI_ISL_239828",2016.843,"SouthAustralia","3C.2a1","GISAID"
"873","A/Newcastle/30/2016","EPI_ISL_227637",2016.242,"Newcastle","3C.2a1","GISAID"
"874","A/Antananarivo/1067/2016","EPI_ISL_282800",2016.261,"Antananarivo","3C.2a1","GISAID"
"875","A/Antananarivo/1067/2016-egg","EPI_ISL_281573",2016.261,"Antananarivo","3C.2a1","GISAID"
"876","A/NosyBe/1060/2016","EPI_ISL_230302",2016.245,"NosyBe","3C.2a1","GISAID"
"877","A/Oman/5466/2016","EPI_ISL_233478",2016.512,"Oman","3C.2a1","GISAID"
"878","A/Dnipro/769/2016","EPI_ISL_225051",2016.25,"Dnipro","3C.2a1","GISAID"
"879","A/Wisconsin/84/2016","EPI_ISL_238663",2016.745,"Wisconsin","3C.2a1","GISAID"
"880","A/Reunion/2122/2016","EPI_ISL_331769",2016.649,"Reunion","3C.2a1","GISAID"
"881","A/Arizona/67/2016","EPI_ISL_287721",2016.34,"Arizona","3C.2a1","GISAID"
"882","A/Bulgaria/1247/2016","EPI_ISL_259118",2016.988,"Bulgaria","3C.2a1","GISAID"
"883","A/Singapore/Infimh-16-0019/2016","EPI_ISL_344419",2016.452,"Singapore","3C.2a1","GISAID"
"884","A/Singapore/Infimh-16-0019/2016-egg","EPI_ISL_239803",2016.452,"Singapore","3C.2a1","GISAID"
"885","A/Belgium/G0690/2016","EPI_ISL_264039",2016.9,"Belgium","3C.2a1","GISAID"
"886","A/Bangladesh/3001/2016","EPI_ISL_238649",2016.668,"Bangladesh","3C.2a1","GISAID"
"887","A/Washington/106/2016","EPI_ISL_281572",2016.963,"Washington","3C.2a1","GISAID"
"888","A/Delaware/32/2016","EPI_ISL_239648",2016.873,"Delaware","3C.2a1","GISAID"
"889","A/Rome/14/2016","EPI_ISL_221321",2016.187,"Rome","3C.2a1","GISAID"
"890","A/Stockholm/32/2016","EPI_ISL_234034",2016.561,"Stockholm","3C.2a1","GISAID"
"891","A/Norway/3806/2016-egg","EPI_ISL_247959",2016.449,"Norway","3C.2a1","GISAID"
"892","A/Oman/4726/2016","EPI_ISL_239667",2016.376,"Oman","3C.2a1","GISAID"
"893","A/NewZealand/1184/2016","EPI_ISL_240307",2016.794,"NewZealand","3C.2a1","GISAID"
"894","A/Yokohama/124/2016","EPI_ISL_236847",2016.633,"Yokohama","3C.2a1","GISAID"
"895","A/Austria/956928/2016","EPI_ISL_240736",2016.914,"Austria","3C.2a1","GISAID"
"896","A/TripoliGR/475/2017","EPI_ISL_259683",2017.045,"TripoliGR","3C.2a1","GISAID"
"897","A/Iceland/85/2016","EPI_ISL_248433",2016.993,"Iceland","3C.2a1","GISAID"
"898","A/Yokohama/149/2016","EPI_ISL_248926",2016.914,"Yokohama","3C.2a1a","GISAID"
"899","A/Oregon/19/2016","EPI_ISL_240166",2016.799,"Oregon","3C.2a1a","GISAID"
"900","A/SouthAfrica/R05675/2017","EPI_ISL_285889",2017.495,"SouthAfrica","3C.2a1a","GISAID"
"901","A/Stockholm/27/2017","EPI_ISL_263026",2017.278,"Stockholm","3C.2a1a","GISAID"
"902","A/StPetersburg/274/2017","EPI_ISL_274569",2017.278,"StPetersburg","3C.2a1a","GISAID"
"903","A/Finland/758/2017","EPI_ISL_263878",2017.075,"Finland","3C.2a1a","GISAID"
"904","A/Visby/5/2017","EPI_ISL_261690",2017.177,"Visby","3C.2a1a","GISAID"
"905","A/Norway/2113/2017","EPI_ISL_273265",2017.242,"Norway","3C.2a1a","GISAID"
"906","A/Torino/78/2017","EPI_ISL_275526",2017.092,"Torino","3C.2a1a","GISAID"
"907","A/StPetersburg/311/2017","EPI_ISL_273701",2017.166,"StPetersburg","3C.2a1a","GISAID"
"908","A/Santiago/56159/2017","EPI_ISL_286016",2017.541,"Santiago","3C.2a1a","GISAID"
"909","A/Peru/6917/2017","EPI_ISL_275733",2017.432,"Peru","3C.2a1a","GISAID"
"910","A/Greece/4/2017-egg","EPI_ISL_273134",2017.004,"Greece","3C.2a1a","GISAID"
"911","A/Uruguay/43/2017","EPI_ISL_277877",2017.223,"Uruguay","3C.2a1a","GISAID"
"912","A/Congo/7/2018","EPI_ISL_313517",2018.01,"Congo","3C.2a1a","GISAID"
"913","A/Congo/553/2017","EPI_ISL_311641",2017.936,"Congo","3C.2a1a","GISAID"
"914","A/India/8359/2016","EPI_ISL_233425",2016.542,"India","3C.2a1","GISAID"
"915","A/Bangladesh/8007/2017","EPI_ISL_277271",2017.371,"Bangladesh","3C.2a1","GISAID"
"916","A/Guatemala/228/2017","EPI_ISL_281535",2017.464,"Guatemala","3C.2a1","GISAID"
"917","A/Yamaguchi/34/2016","EPI_ISL_240553",2016.824,"Yamaguchi","3C.2a1","GISAID"
"918","A/Texas/68/2017","EPI_ISL_270165",2017.163,"Texas","3C.2a1","GISAID"
"919","A/Florida/23/2017","EPI_ISL_259804",2017.223,"Florida","3C.2a1","GISAID"
"920","A/Victoria/1000/2017","EPI_ISL_269335",2017.073,"Victoria","3C.2a1","GISAID"
"921","A/NovgorogVelikiy/82/2017","EPI_ISL_276306",2017.1,"NovgorogVelikiy","3C.2a1","GISAID"
"922","A/Colombia/5238/2017","EPI_ISL_283333",2017.588,"Colombia","3C.2a1","GISAID"
"923","A/Parana/99/2017","EPI_ISL_274265",2017.127,"Parana","3C.2a1","GISAID"
"924","A/Bahrain/786/2016","EPI_ISL_255323",2016.665,"Bahrain","3C.2a1","GISAID"
"925","A/Ovalle/47167/2017","EPI_ISL_275752",2017.456,"Ovalle","3C.2a1","GISAID"
"926","A/Finland/725/2016","EPI_ISL_245682",2016.952,"Finland","3C.2a1","GISAID"
"927","A/SouthCarolina/4/2017","EPI_ISL_284135",2017.045,"SouthCarolina","3C.2a1","GISAID"
"928","A/Uruguay/14/2017","EPI_ISL_275719",2017.084,"Uruguay","3C.2a1","GISAID"
"929","A/Singapore/TT0555/2017","EPI_ISL_269771",2017.36,"Singapore","3C.2a1","GISAID"
"930","A/SriLanka/94/2017","EPI_ISL_299652",2017.914,"SriLanka","3C.2a1","GISAID"
"931","A/Nagano/2731/2017","EPI_ISL_306954",2017.908,"Nagano","3C.2a1","GISAID"
"932","A/Oman/5186/2017","EPI_ISL_288548",2017.752,"Oman","3C.2a1","GISAID"
"933","A/India/9930/2017","EPI_ISL_296070",2017.821,"India","3C.2a1","GISAID"
"934","A/Paris/1379/2017","EPI_ISL_282146",2017.719,"Paris","3C.2a1","GISAID"
"935","A/Pakistan/178/2017","EPI_ISL_303224",2017.582,"Pakistan","3C.2a1","GISAID"
"936","A/Texas/290/2017","EPI_ISL_286134",2017.796,"Texas","3C.2a1","GISAID"
"937","A/HongKong/4829/2017","EPI_ISL_295875",2017.807,"HongKong","3C.2a1","GISAID"
"938","A/Philippines/758/2017","EPI_ISL_305004",2017.689,"Philippines","3C.2a1","GISAID"
"939","A/Bangladesh/723/2018","EPI_ISL_336712",2018.653,"Bangladesh","3C.2a1","GISAID"
"940","A/Bangladesh/1371/2018","EPI_ISL_330941",2018.56,"Bangladesh","3C.2a1","GISAID"
"941","A/Zhejiang-Nanhu/1745/2017","EPI_ISL_290627",2017.695,"Zhejiang-Nanhu","3C.2a1","GISAID"
"942","A/Yokohama/145/2017","EPI_ISL_288989",2017.741,"Yokohama","3C.2a1","GISAID"
"943","A/Maldives/1068/2017","EPI_ISL_305852",2017.7,"Maldives","3C.2a1","GISAID"
"944","A/Kanagawa/IC1725/2018","EPI_ISL_306947",2018.048,"Kanagawa","3C.2a1","GISAID"
"945","A/Philippines/189/2018","EPI_ISL_322935",2018.136,"Philippines","3C.2a1","GISAID"
"946","A/Philippines/334/2018","EPI_ISL_319715",2018.232,"Philippines","3C.2a1","GISAID"
"947","A/Ohio/26/2018","EPI_ISL_330492",2018.574,"Ohio","3C.2a1","GISAID"
"948","A/AbuDhabi/134/2018","EPI_ISL_336693",2018.785,"AbuDhabi","3C.2a1","GISAID"
"949","A/Yokohama/95/2018","EPI_ISL_331844",2018.632,"Yokohama","3C.2a1","GISAID"
"950","A/Sydney/22/2018","EPI_ISL_314014",2018.168,"Sydney","3C.2a1","GISAID"
"951","A/Wisconsin/95/2018","EPI_ISL_330493",2018.585,"Wisconsin","3C.2a1","GISAID"
"952","A/Madagascar/1123/2018","EPI_ISL_330970",2018.232,"Madagascar","3C.2a1","GISAID"
"953","A/HongKong/2060/2018","EPI_ISL_331340",2018.722,"HongKong","3C.2a1","GISAID"
"954","A/Victoria/9/2019","EPI_ISL_342171",2019.081,"Victoria","3C.2a1","GISAID"
"955","A/Sakonnakhon/290/2017","EPI_ISL_299691",2017.695,"Sakonnakhon","3C.2a1b.1","GISAID"
"956","A/Victoria/899/2017","EPI_ISL_293815",2017.777,"Victoria","3C.2a1b.1","GISAID"
"957","A/Yokosuka/26/2017","EPI_ISL_294306",2017.801,"Yokosuka","3C.2a1b.1","GISAID"
"958","A/Wellington/1/2018","EPI_ISL_320384",2018.311,"Wellington","3C.2a1b.1","GISAID"
"959","A/Victoria/653/2017-egg","EPI_ISL_291272",2017.607,"Victoria","3C.2a1b.1","GISAID"
"960","A/Victoria/653/2017","EPI_ISL_277940",2017.607,"Victoria","3C.2a1b.1","GISAID"
"961","A/NewZealand/2391/2017","EPI_ISL_286066",2017.67,"NewZealand","3C.2a1b.1","GISAID"
"962","A/Cambodia/1054/2017","EPI_ISL_308979",2017.905,"Cambodia","3C.2a1b.1","GISAID"
"963","A/Nonthaburi/182/2017","EPI_ISL_303255",2017.626,"Nonthaburi","3C.2a1b.1","GISAID"
"964","A/Bangladesh/2171/2017","EPI_ISL_277153",2017.448,"Bangladesh","3C.2a1b.1","GISAID"
"965","A/HongKong/2286/2017","EPI_ISL_274783",2017.39,"HongKong","3C.2a1b.1","GISAID"
"966","A/HongKong/2286/2017-egg","EPI_ISL_289025",2017.39,"HongKong","3C.2a1b.1","GISAID"
"967","A/Vietnam/Lisn131/2017","EPI_ISL_292526",2017.566,"Vietnam","3C.2a1b.1","GISAID"
"968","A/Tokyo/17185/2017","EPI_ISL_277435",2017.456,"Tokyo","3C.2a1b.1","GISAID"
"969","A/Afghanistan/833/2017","EPI_ISL_303093",2017.941,"Afghanistan","3C.2a1b.1","GISAID"
"970","A/Afghanistan/616/2017","EPI_ISL_303068",2017.9,"Afghanistan","3C.2a1b.1","GISAID"
"971","A/Wakayama-C/107/2017","EPI_ISL_287741",2017.612,"Wakayama-C","3C.2a1b.1","GISAID"
"972","A/Lao/4043/2017","EPI_ISL_320726",2017.79,"Lao","3C.2a1b.1","GISAID"
"973","A/Vladimir/191/2018","EPI_ISL_320286",2018.347,"Vladimir","3C.2a1b.1","GISAID"
"974","A/St-Etienne/1998/2018","EPI_ISL_345752",2018.788,"St-Etienne","3C.2a1b.1","GISAID"
"975","A/Xinjiang-Tianshan/813/2018","EPI_ISL_334631",2018.048,"Xinjiang-Tianshan","3C.2a1b.1","GISAID"
"976","A/Maldives/1471/2017","EPI_ISL_305854",2017.952,"Maldives","3C.2a1b.1","GISAID"
"977","A/Oman/1759/2018","EPI_ISL_312835",2018.19,"Oman","3C.2a1b.1","GISAID"
"978","A/Oman/943/2018","EPI_ISL_313507",2018.086,"Oman","3C.2a1b.1","GISAID"
"979","A/Lebanon/560/2018","EPI_ISL_331544",2018.67,"Lebanon","3C.2a1b.1","GISAID"
"980","A/Lebanon/661/2018","EPI_ISL_346219",2018.908,"Lebanon","3C.2a1b.1","GISAID"
"981","A/Bangladesh/2097/2017","EPI_ISL_285881",2017.497,"Bangladesh","3C.2a1b.1","GISAID"
"982","A/India/4658/2018","EPI_ISL_321253",2018.086,"India","3C.2a1b.1","GISAID"
"983","A/India/4667/2018","EPI_ISL_321888",2018.24,"India","3C.2a1b.1","GISAID"
"984","A/Oman/5101/2017","EPI_ISL_288547",2017.738,"Oman","3C.2a1b.1","GISAID"
"985","A/Townsville/18/2017","EPI_ISL_299661",2017.993,"Townsville","3C.2a1b.1","GISAID"
"986","A/Sydney/8/2018","EPI_ISL_312164",2018.059,"Sydney","3C.2a1b.1","GISAID"
"987","A/Bangladesh/3007/2017","EPI_ISL_286069",2017.588,"Bangladesh","3C.2a1b.1","GISAID"
"988","A/HongKong/1101/2018","EPI_ISL_319864",2018.445,"HongKong","3C.2a1b.1","GISAID"
"989","A/Vietnam/GHS180004/2018","EPI_ISL_346041",2018.012,"Vietnam","3C.2a1b.1","GISAID"
"990","A/Norway/4074/2017","EPI_ISL_309315",2017.955,"Norway","3C.2a1b.1","GISAID"
"991","A/Slovenia/2269/2017","EPI_ISL_294246",2017.763,"Slovenia","3C.2a1b.1","GISAID"
"992","A/Trang/2627/2017","EPI_ISL_299952",2017.944,"Trang","3C.2a1b.1","GISAID"
"993","A/Lithuania/MB10772/2018","EPI_ISL_320641",2018.256,"Lithuania","3C.2a1b.1","GISAID"
"994","A/Wisconsin/327/2017","EPI_ISL_283178",2017.725,"Wisconsin","3C.2a1b.1","GISAID"
"995","A/PortTalbot/3763/2017","EPI_ISL_299729",2017.927,"PortTalbot","3C.2a1b.1","GISAID"
"996","A/HongKong/3630/2017","EPI_ISL_281531",2017.549,"HongKong","3C.2a1b.1","GISAID"
"997","A/Florida/52/2017","EPI_ISL_281483",2017.59,"Florida","3C.2a1b.1","GISAID"
"998","A/Wrexham/4801/2017","EPI_ISL_302461",2017.79,"Wrexham","3C.2a1b.1","GISAID"
"999","A/Wrexham/7024/2017","EPI_ISL_302054",2017.851,"Wrexham","3C.2a1b.1","GISAID"
"1000","A/Yokohama/232/2017","EPI_ISL_320554",2017.982,"Yokohama","3C.2a1b.1","GISAID"
"1001","A/NewCaledonia/8/2018","EPI_ISL_322728",2018.16,"NewCaledonia","3C.2a1b.1","GISAID"
"1002","A/Uppsala/1/2018","EPI_ISL_302184",2018.042,"Uppsala","3C.2a1b.1","GISAID"
"1003","A/AbuDhabi/240/2018","EPI_ISL_312868",2018.001,"AbuDhabi","3C.2a1b.1","GISAID"
"1004","A/AbuDhabi/240/2018-egg","EPI_ISL_332304",2018.001,"AbuDhabi","3C.2a1b.1","GISAID"
"1005","A/Bhutan/742/2018","EPI_ISL_331873",2018.719,"Bhutan","3C.2a1b.1","GISAID"
"1006","A/Bangladesh/155/2018","EPI_ISL_333853",2018.018,"Bangladesh","3C.2a1b.1","GISAID"
"1007","A/Srinagar/AG480/2019","EPI_ISL_389146",2019.053,"Srinagar","3C.2a1b.1","GISAID"
"1008","A/Minnesota/58/2018","EPI_ISL_338586",2018.889,"Minnesota","3C.2a1b.1","GISAID"
"1009","A/India/534/2019","EPI_ISL_391120",2019.273,"India","3C.2a1b.1","GISAID"
"1010","A/SriLanka/45/2018","EPI_ISL_339249",2018.763,"SriLanka","3C.2a1b.1","GISAID"
"1011","A/SriLanka/62/2018","EPI_ISL_339238",2018.993,"SriLanka","3C.2a1b.1","GISAID"
"1012","A/SouthDakota/44/2018","EPI_ISL_331927",2018.738,"SouthDakota","3C.2a1b.1","GISAID"
"1013","A/SriLanka/55/2018","EPI_ISL_339252",2018.87,"SriLanka","3C.2a1b.1","GISAID"
"1014","A/Nonthaburi/329/2018","EPI_ISL_341050",2018.834,"Nonthaburi","3C.2a1b.1","GISAID"
"1015","A/Niger/6159/2018","EPI_ISL_350071",2018.826,"Niger","3C.2a1b.1","GISAID"
"1016","A/NorthCarolina/36/2018","EPI_ISL_341160",2018.256,"NorthCarolina","3C.2a1b.1","GISAID"
"1017","A/Rouen/1414/2018","EPI_ISL_309436",2018.116,"Rouen","3C.2a1b.1","GISAID"
"1018","A/Chanthaburi/1363/2018","EPI_ISL_331052",2018.538,"Chanthaburi","3C.2a1b.1","GISAID"
"1019","A/Lopburi/172/2018","EPI_ISL_341164",2018.656,"Lopburi","3C.2a1b.1","GISAID"
"1020","A/Townsville/23/2018","EPI_ISL_322727",2018.552,"Townsville","3C.2a1b.1","GISAID"
"1021","A/Beijing-Huairou/1557/2018","EPI_ISL_330929",2018.174,"Beijing-Huairou","3C.2a1b.1","GISAID"
"1022","A/Jiangxi-Zhushan/1657/2018","EPI_ISL_334633",2018.632,"Jiangxi-Zhushan","3C.2a1b.1","GISAID"
"1023","A/Zhejiang-Yongkang/1235/2019","EPI_ISL_367384",2019.212,"Zhejiang-Yongkang","3C.2a1b.1b","GISAID"
"1024","A/Zhejiang-Lucheng/1951/2019","EPI_ISL_402294",2019.774,"Zhejiang-Lucheng","3C.2a1b.1b","GISAID"
"1025","A/HongKong/121/2019","EPI_ISL_350950",2019.004,"HongKong","3C.2a1b.1b","GISAID"
"1026","A/HongKong/45/2019","EPI_ISL_410589",2018.979,"HongKong","3C.2a1b.1b","GISAID"
"1027","A/Zhejiang-Xihu/3108/2019","EPI_ISL_367043",2019.292,"Zhejiang-Xihu","3C.2a1b.1b","GISAID"
"1028","A/DistrictOfColumbia/3/2019","EPI_ISL_347919",2019.007,"DistrictOfColumbia","3C.2a1b.1b","GISAID"
"1029","A/Mahasarakham/116/2019","EPI_ISL_386835",2019.171,"Mahasarakham","3C.2a1b.1b","GISAID"
"1030","A/Lao/1214/2019","EPI_ISL_391127",2019.347,"Lao","3C.2a1b.1b","GISAID"
"1031","A/Mahasarakham/51/2019","EPI_ISL_395123",2019.086,"Mahasarakham","3C.2a1b.1b","GISAID"
"1032","A/Lao/1789/2019","EPI_ISL_398981",2019.497,"Lao","3C.2a1b.1b","GISAID"
"1033","A/Zhejiang-Shangcheng/1450/2019","EPI_ISL_377068",2019.423,"Zhejiang-Shangcheng","3C.2a1b.1b","GISAID"
"1034","A/Victoria/7/2020","EPI_ISL_410159",2020.01,"Victoria","3C.2a1b.1b","GISAID"
"1035","A/HongKong/4669/2019","EPI_ISL_409388",2019.963,"HongKong","3C.2a1b.1b","GISAID"
"1036","A/Saitama/95/2020","EPI_ISL_577616",2020.217,"Saitama","3C.2a1b.1b","GISAID"
"1037","A/Cambodia/e0403374/2020","EPI_ISL_514683",2020.184,"Cambodia","3C.2a1b.1b","GISAID"
"1038","A/Nonthaburi/63/2020","EPI_ISL_1367577",2020.173,"Nonthaburi","3C.2a1b.1b","GISAID"
"1039","A/HongKong/2671/2019","EPI_ISL_377302",2019.459,"HongKong","3C.2a1b.1b","GISAID"
"1040","A/HongKong/2671/2019-egg","EPI_ISL_400888",2019.459,"HongKong","3C.2a1b.1b","GISAID"
"1041","A/Yunnan-Wenshan/1269/2020","EPI_ISL_485475",2020.209,"Yunnan-Wenshan","3C.2a1b.1b","GISAID"
"1042","A/Yunnan-Wenshan/1483/2020","EPI_ISL_522428",2020.439,"Yunnan-Wenshan","3C.2a1b.1b","GISAID"
"1043","A/Yunnan-Wenshan/1606/2020","EPI_ISL_768596",2020.553,"Yunnan-Wenshan","3C.2a1b.1b","GISAID"
"1044","A/Yokohama/34/2020","EPI_ISL_415177",2020.053,"Yokohama","3C.2a1b.1b","GISAID"
"1045","A/HangaRoa/44910/2019","EPI_ISL_378111",2019.379,"HangaRoa","3C.2a1b.1b","GISAID"
"1046","A/Zhejiang-Shangcheng/1725/2019","EPI_ISL_402355",2019.673,"Zhejiang-Shangcheng","3C.2a1b.1b","GISAID"
"1047","A/Sichuan-Ziliujing/16/2020","EPI_ISL_410614",2020.001,"Sichuan-Ziliujing","3C.2a1b.1b","GISAID"
"1048","A/Zhejiang-Lucheng/11038/2019","EPI_ISL_402306",2019.862,"Zhejiang-Lucheng","3C.2a1b.1b","GISAID"
"1049","A/Yunnan-Chuxiong/187/2020","EPI_ISL_485470",2020.097,"Yunnan-Chuxiong","3C.2a1b.1b","GISAID"
"1050","A/Oman/4518/2019","EPI_ISL_394038",2019.544,"Oman","3C.2a1b.1b","GISAID"
"1051","A/Bangladesh/3055/2019","EPI_ISL_378065",2019.388,"Bangladesh","3C.2a1b.1b","GISAID"
"1052","A/Vermont/25/2019","EPI_ISL_398857",2019.749,"Vermont","3C.2a1b.1b","GISAID"
"1053","A/PortTalbot/4478/2019","EPI_ISL_395057",2019.777,"PortTalbot","3C.2a1b.1b","GISAID"
"1054","A/Philippines/1551/2019","EPI_ISL_402429",2019.87,"Philippines","3C.2a1b.1b","GISAID"
"1055","A/Bangladesh/1582/2019","EPI_ISL_404753",2019.478,"Bangladesh","3C.2a1b.1b","GISAID"
"1056","A/Yokohama/237/2019","EPI_ISL_405853",2019.9,"Yokohama","3C.2a1b.1b","GISAID"
"1057","A/Darwin/726/2019","EPI_ISL_404076",2019.755,"Darwin","3C.2a1b.1b","GISAID"
"1058","A/Philippines/1372/2019","EPI_ISL_402435",2019.768,"Philippines","3C.2a1b.1b","GISAID"
"1059","A/Kuwait/5141/2019","EPI_ISL_418543",2019.766,"Kuwait","3C.2a1b.1b","GISAID"
"1060","A/Delaware/39/2019","EPI_ISL_377915",2019.404,"Delaware","3C.2a1b.1b","GISAID"
"1061","A/Zambia/700159/2021","EPI_ISL_13285547",2021.423,"Zambia","3C.2a1b.1b","GISAID"
"1062","A/Kenya/143/2021","EPI_ISL_7257636",2021.686,"Kenya","3C.2a1b.1b","GISAID"
"1063","A/Zambia/305/2021","EPI_ISL_11496532",2021.259,"Zambia","3C.2a1b.1b","GISAID"
"1064","A/Bangladesh/460/2019","EPI_ISL_409039",2019.5,"Bangladesh","3C.2a1b.1b","GISAID"
"1065","A/Yunnan-Wenshan/1424/2020","EPI_ISL_522427",2020.362,"Yunnan-Wenshan","3C.2a1b.1b","GISAID"
"1066","A/Pennsylvania/1026/2019-egg","EPI_ISL_415686",2019.842,"Pennsylvania","3C.2a1b.1b","GISAID"
"1067","A/Pennsylvania/1033/2019","EPI_ISL_405737",2019.922,"Pennsylvania","3C.2a1b.1b","GISAID"
"1068","A/Pennsylvania/1026/2019","EPI_ISL_402781",2019.842,"Pennsylvania","3C.2a1b.1b","GISAID"
"1069","A/SouthAuckland/2/2020","EPI_ISL_3101000",2020.988,"SouthAuckland","3C.2a1b.1b","GISAID"
"1070","A/Wisconsin/52/2020","EPI_ISL_424763",2020.193,"Wisconsin","3C.2a1b.1b","GISAID"
"1071","A/Nepal/20FL1005/2020","EPI_ISL_577622",2020.217,"Nepal","3C.2a1b.1b","GISAID"
"1072","A/Bangladesh/18-1012/2019","EPI_ISL_430749",2019.799,"Bangladesh","3C.2a1b.1b","GISAID"
"1073","A/Timor-Leste/24/2018","EPI_ISL_339060",2018.185,"Timor-Leste","3C.2a1b.1","GISAID"
