"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source","Collection_year"
"728","FR5470","ERR6044680","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"729","FR5471","ERR6044681","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"730","FR5473","ERR6044682","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"731","FR5476","ERR6044683","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"732","FR5479","ERR6044684","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"733","FR5482","ERR6044685","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"734","FR5483","ERR6044686","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"735","FR5484","ERR6044687","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"736","FR5485","ERR6044688","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"737","FR5486","ERR6044689","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"738","FR5487","ERR6044690","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"739","FR5488","ERR6044691","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"740","FR5493","ERR6044692","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"741","FR5494","ERR6044693","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"742","FR5497","ERR6044694","2013","France","Europe","Others","Lefrancq & Bouchez et al., 2022",NA
"743","FR5498","ERR6044695","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"744","FR5505","ERR6044696","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"745","FR5508","ERR6044697","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"746","FR5509","ERR6044698","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"747","FR5510","ERR6044699","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"748","FR5512","ERR6044700","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"749","FR5513","ERR6044701","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"750","FR5515","ERR6044702","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"751","FR5532","ERR6044703","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"752","FR5533","ERR6044704","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"753","FR5534","ERR6044705","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"754","FR5535","ERR6044706","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"755","FR5536","ERR6044707","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"756","FR5537","ERR6044708","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"757","FR5538","ERR6044709","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"758","FR5539","ERR6044710","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"759","FR5541","ERR6044711","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"760","FR5542","ERR6044712","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"761","FR5543","ERR6044713","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"762","FR5544","ERR6044714","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"763","FR5547","ERR6044715","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"764","FR5548","ERR6044716","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"765","FR5549","ERR6044717","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"766","FR5550","ERR6044718","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"767","FR5551","ERR6044719","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"768","FR5552","ERR6044720","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"769","FR5555","ERR6044721","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"770","FR5556","ERR6044722","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"771","FR5559","ERR6044723","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"772","FR5560","ERR6044724","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"773","FR5564","ERR6044725","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"774","FR5565","ERR6044726","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"775","FR5566","ERR6044727","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"776","FR5568","ERR6044728","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"777","FR5569","ERR6044729","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"778","FR5571","ERR6044730","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"779","FR5572","ERR6044731","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"780","FR5573","ERR6044732","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"781","FR5574","ERR6044733","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"782","FR5575","ERR6044734","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"783","FR5576","ERR6044735","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"784","FR5577","ERR6044736","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"785","FR5677","ERR6044737","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"786","FR5679","ERR6044738","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"787","FR5680","ERR6044739","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"788","FR5681","ERR6044740","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"789","FR5684","ERR6044741","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"790","FR5687","ERR6044742","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"791","FR5695","ERR6044743","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"792","FR5703","ERR6044744","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"793","FR5709","ERR6044745","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"794","FR5710","ERR6044746","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"795","FR5711","ERR6044747","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"796","FR5719","ERR6044748","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"797","FR5730","ERR6044749","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"798","FR5731","ERR6044750","2013","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"799","FR5732","ERR6044751","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"800","FR5739","ERR6044752","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"801","FR5740","ERR6044753","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"802","FR5741","ERR6044754","2013","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"803","FR5744","ERR6044755","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"804","FR5748","ERR6044756","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"805","FR5749","ERR6044757","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"806","FR5750","ERR6044758","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"807","FR5751","ERR6044759","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"808","FR5752","ERR6044760","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"809","FR5754","ERR6044761","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"810","FR5755","ERR6044762","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"811","FR5756","ERR6044763","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"812","FR5762","ERR6044764","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"813","FR5763","ERR6044765","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"814","FR5764","ERR6044766","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"815","FR5773","ERR6044767","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"816","FR5774","ERR6044768","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"817","FR5776","ERR6044769","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"818","FR5777","ERR6044770","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"819","FR5778","ERR6044771","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"820","FR5787","ERR6044772","2014","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"821","FR5788","ERR6044773","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"822","FR5789","ERR6044774","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"823","FR5790","ERR6044775","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"824","FR5792","ERR6044776","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"825","FR5794","ERR6044777","2014","France","Europe","Others","Lefrancq & Bouchez et al., 2022",NA
"826","FR5812","ERR6044778","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"827","FR5819","ERR6044779","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"828","FR5829","ERR6044780","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"829","FR5834","ERR6044781","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"830","FR5836","ERR6044782","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"831","FR5837","ERR6044783","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"832","FR5838","ERR6044784","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"833","FR5839","ERR6044785","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"834","FR5852","ERR6044786","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"835","FR5857","ERR6044787","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"836","FR5858","ERR6044788","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"837","FR5861","ERR6044789","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"838","FR5862","ERR6044790","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"839","FR5864","ERR6044791","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"840","FR5868","ERR6044792","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"841","FR5870","ERR6044793","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"842","FR5872","ERR6044794","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"843","FR5873","ERR6044795","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"844","FR5876","ERR6044796","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"845","FR5877","ERR6044797","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"846","FR5880","ERR6044798","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"847","FR5881","ERR6044799","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"848","FR5886","ERR6044800","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"849","FR5887","ERR6044801","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"850","FR5888","ERR6044802","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"851","FR5890","ERR6044803","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"852","FR5891","ERR6044804","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"853","FR5893","ERR6044805","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"854","FR5894","ERR6044806","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"855","FR5895","ERR6044807","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"856","FR5896","ERR6044808","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"857","FR5897","ERR6044809","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"858","FR5902","ERR6044810","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"859","FR5904","ERR6044811","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"860","FR5911","ERR6044812","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"861","FR5912","ERR6044813","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"862","FR5915","ERR6044814","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"863","FR5917","ERR6044815","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"864","FR5919","ERR6044816","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"865","FR5922","ERR6044817","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"866","FR5935","ERR6044818","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"867","FR5944","ERR6044819","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"868","FR5945","ERR6044820","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"869","FR5946","ERR6044821","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"870","FR5950","ERR6044822","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"871","FR5953","ERR6044823","2014","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"872","FR5954","ERR6044824","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"873","FR5955","ERR6044825","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"874","FR5957","ERR6044826","2014","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"875","FR5994","ERR6044827","2015","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"876","FR6004","ERR6044828","2015","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"877","FR6016","ERR6044829","2015","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"878","FR6030","ERR6044830","2015","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"879","FR6039","ERR6044831","2015","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"880","FR6043","ERR6044832","2015","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"881","FR6063","ERR6044833","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"882","FR6072","ERR6044834","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"883","FR6087","ERR6044835","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"884","FR6100","ERR6044836","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"885","FR6103","ERR6044837","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"886","FR6115","ERR6044838","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"887","FR6116","ERR6044839","2016","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"888","FR6117","ERR6044840","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"889","FR6122","ERR6044841","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"890","FR6134","ERR6044842","2016","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"891","FR6154","ERR6044843","2016","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"892","FR6155","ERR6044844","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"893","FR6156","ERR6044845","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"894","FR6158","ERR6044846","2016","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"895","FR6159","ERR6044847","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"896","FR6167","ERR6044848","2016","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"897","FR6185","ERR6044849","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"898","FR6186","ERR6044850","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"899","FR6187","ERR6044851","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"900","FR6184","ERR6044852","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"901","FR6211","ERR6044853","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"902","FR6244","ERR6044854","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"903","FR6245","ERR6044855","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"904","FR6252","ERR6044856","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"905","FR6260","ERR6044857","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"906","FR6262","ERR6044858","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"907","FR6267","ERR6044859","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"908","FR6268","ERR6044860","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"909","FR6285","ERR6044861","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"910","FR6288","ERR6044862","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"911","FR6297","ERR6044863","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"912","FR6326","ERR6044864","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"913","FR6336","ERR6044865","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"914","FR6348","ERR6044866","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"915","FR6349","ERR6044867","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"916","FR6357","ERR6044868","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"917","FR6358","ERR6044869","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"918","FR6359","ERR6044870","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"919","FR6364","ERR6044871","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"920","FR6375","ERR6044872","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"921","FR6376","ERR6044873","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"922","FR6380","ERR6044874","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"923","FR6383","ERR6044875","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"924","FR6387","ERR6044876","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"925","FR6389","ERR6044877","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"926","FR6395","ERR6044878","2017","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"927","FR6402","ERR6044879","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"928","FR6404","ERR6044880","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"929","FR6412","ERR6044881","2017","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"930","FR6416","ERR6044882","2017","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"931","FR6426","ERR6044883","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"932","FR6439","ERR6044884","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"933","FR6440","ERR6044885","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"934","FR6447","ERR6044886","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"935","FR6448","ERR6044887","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"936","FR6449","ERR6044888","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"937","FR6450","ERR6044889","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"938","FR6460","ERR6044890","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"939","FR6496","ERR6044891","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"940","FR6523","ERR6044892","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"941","FR6526","ERR6044893","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"942","FR6532","ERR6044894","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"943","FR6562","ERR6044895","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"944","FR6566","ERR6044896","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"945","FR6575","ERR6044897","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"946","FR6576","ERR6044898","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"947","FR6583","ERR6044899","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"948","FR6597","ERR6044900","2018","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"949","FR6599","ERR6044901","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"950","FR6606","ERR6044902","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"951","FR6617","ERR6044903","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"952","FR6624","ERR6044904","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"953","FR6633","ERR6044905","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"954","FR6636","ERR6044906","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"955","FR6639","ERR6044907","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"956","FR6648","ERR6044908","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"957","FR6655","ERR6044909","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"958","FR6657","ERR6044910","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"959","FR6663","ERR6044911","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"960","FR6667","ERR6044912","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"961","FR6669","ERR6044913","2018","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
"962","FR6677","ERR6044914","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"963","FR6679","ERR6044915","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"964","FR6680","ERR6044916","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"965","FR6685","ERR6044917","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"966","FR6691","ERR6044918","2018","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022",NA
"967","FR6749","ERR6044919","2019","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022",NA
